genres,movie_id,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count,movieId,imdbId
"['Drama', 'Fantasy', 'Romance']",12159,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",11.218378,/rNQH6Q8RPXD59aqGckST3CKQbCf.jpg,1998-10-02,113.0,What Dreams May Come,6.8,596.0,2297,120889
"['Comedy', 'Drama']",10377,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!",7.922216,/zcd2U5BAP0rYOucfcj8nE4VVVKC.jpg,1992-03-13,120.0,My Cousin Vinny,7.3,393.0,2302,104952
"['Drama', 'Comedy']",9713,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",5.403617,/11mINUUPFtqEBdsbayBenOaTWbP.jpg,1998-10-08,114.0,Holy Man,4.9,113.0,2306,120701
"['Horror', 'Comedy']",11932,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",13.018491,/u5Lc1Li0Hpc452o57E2KaToezZX.jpg,1998-10-16,89.0,Bride of Chucky,5.5,366.0,2315,144120
"['Drama', 'Fantasy', 'Comedy']",6435,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",7.757795,/AwmToSgf2IL3aHv0QRVsR5KvChv.jpg,1998-10-16,104.0,Practical Magic,6.3,348.0,2316,120791
"['Comedy', 'Drama']",10683,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",5.493697,/uUhzz0n7uDK5EMGyhpzNhMdggjK.jpg,1998-10-16,139.0,Happiness,7.4,197.0,2318,147612
"['Drama', 'Thriller']",9445,Neighborhood boy Todd Bowden discovers that an old man living on his block named Arthur Denker is nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII...,15.352714,/6AAdkNH1JQtpiWQxeHb1GTCKHVS.jpg,1998-10-23,107.0,Apt Pupil,6.2,168.0,2320,118636
"['Fantasy', 'Drama', 'Comedy']",2657,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",11.0874,/cKL23HqEEQis7Nbasr5kSyolbFZ.jpg,1998-09-17,124.0,Pleasantville,7.1,498.0,2321,120789
"['Action', 'War', 'Science Fiction']",9425,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",7.970031,/lpByPXb2xJvsmeEBxO9YPADLLdi.jpg,1998-10-23,99.0,Soldier,6.1,226.0,2322,120157
"['Comedy', 'Drama']",637,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,39.39497,/f7DImXDebOs148U4uPjI61iDvaK.jpg,1997-12-20,116.0,Life Is Beautiful,8.3,3643.0,2324,118799
['Comedy'],8675,"Joe Young is a devout Mormon living in L.A. trying to raise enough money to go back to Utah and marry his girlfriend, Lisa. Joe is spreading the word about the church of Latter Day Saints one day when he's confronted by two burly bodyguards. A scuffle breaks out, and Joe's martial arts skills impress Maxxx Orbison, who directs pornographic movies.",5.919725,/7P4OSEMfEMZVce5j5F4ihqslM8m.jpg,1997-09-06,94.0,Orgazmo,6.2,116.0,2325,124819
"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']",9945,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,13.318722,/qHGawU64MeGvtU86s6V0MA7MqFV.jpg,1998-04-15,108.0,Vampires,5.8,262.0,2328,120877
['Drama'],73,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",18.157166,/fXepRAYOx1qC3wju7XdDGx60775.jpg,1998-10-30,119.0,American History X,8.2,3120.0,2329,120586
"['Drama', 'Action', 'Thriller', 'Crime']",9882,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,9.019114,/xifxCJU2Lx22qScn6WFjp9gtw5u.jpg,1998-11-06,116.0,The Siege,6.1,361.0,2334,133952
['Comedy'],10663,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,9.461823,/wZKa2NZgEKJ85NoO2cQ7xzj8eBn.jpg,1998-11-06,90.0,The Waterboy,5.9,521.0,2335,120484
"['Drama', 'History']",4518,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",7.566321,/y4ynYOy205LorkOIN6hs6DgJ1xa.jpg,1998-09-13,124.0,Elizabeth,7.2,346.0,2336,127536
"['Drama', 'Music']",1808,"Almost a decade has elapsed since Bowiesque glam-rock superstar Brian Slade staged his own death and escaped the spotlight of the London scene.  Now, investigative journalist Arthur Stuart is on assignment to uncover the truth of the enigmatic Slade's rise and fall.  Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.",16.5293,/jhRPjcw24WK0RTPYT9IFEykwnKp.jpg,1998-10-23,119.0,Velvet Goldmine,6.9,119.0,2337,120879
"['Horror', 'Mystery', 'Thriller']",3600,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",11.023042,/j4s1TK90tZWZj7lQ84UDJXHI9Kh.jpg,1998-11-13,100.0,I Still Know What You Did Last Summer,5.1,381.0,2338,130018
"['Fantasy', 'Drama', 'Mystery']",297,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",14.026744,/nlxPnkZY3vY1iehJriKMQcT6eua.jpg,1998-11-12,178.0,Meet Joe Black,6.9,1174.0,2340,119643
"['Action', 'Drama', 'Thriller']",9798,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",12.978751,/2B0vLBo6gJbnzke4Enc77GCxKrz.jpg,1998-11-20,132.0,Enemy of the State,6.7,1266.0,2353,120660
"['Animation', 'Family']",14444,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",5.154373,/sL7JLbcAbI3aeNxJI7BBhuiaR4G.jpg,1998-11-20,79.0,The Rugrats Movie,5.8,149.0,2354,134067
"['Adventure', 'Animation', 'Comedy', 'Family']",9487,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",16.869209,/u9qGMRwcPwP0WETxulS5hKUsEum.jpg,1998-11-25,95.0,A Bug's Life,6.8,2379.0,2355,120623
"['Drama', 'Comedy']",9466,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",5.704352,/vxcTrOvtc6kM7g4l6S0BvibycMd.jpg,1998-09-07,113.0,Celebrity,6.0,113.0,2356,120533
['Drama'],666,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",4.919716,/uQj3kqTPOVnEFnWr7esi90ZyzTm.jpg,1998-01-16,113.0,Central Station,7.6,132.0,2357,140888
['Drama'],309,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",6.064954,/b0YDV5j53Y5xRscI14UieetvNLB.jpg,1998-05-20,105.0,The Celebration,7.7,213.0,2360,154420
"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",9447,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",6.229629,/yjZ3d2mKC94Lz0XGJYGRbAOrA4Q.jpg,1998-11-25,92.0,Babe: Pig in the City,5.3,312.0,2384,120595
"['Comedy', 'Crime', 'Thriller']",10029,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",10.432293,/rGZ4bR7dNcAWntnVY5R8kge2IVq.jpg,1998-09-11,100.0,Very Bad Things,6.2,182.0,2387,124198
"['Horror', 'Mystery', 'Thriller']",11252,"Criminal on the run, Marion Crane takes refuge at the motel operated by Norman Bates - a troubled man whose victims encounter a grisly fate at the hands of his ""mother."" Marion soon becomes the next victim and her disappearance prompts inquiries from her sister and a private investigator. They both soon discover the morbid bond linking Norman to his mysterious ""mother"" at the Bates Motel.",6.715898,/5emaTTGS8rnLgZrBS98zqv1XWqE.jpg,1998-12-04,105.0,Psycho,4.8,233.0,2389,155975
"['Drama', 'Crime', 'Thriller']",10223,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences",5.765416,/n8vVfHfkYzMjRJ6yXXnE9ZuHjlB.jpg,1998-12-11,121.0,A Simple Plan,6.9,191.0,2391,120324
"['Comedy', 'Family', 'Drama', 'Fantasy']",9745,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",7.372419,/cPmO5VZhqN4ocrgxjGaFmLeMREv.jpg,1998-12-10,101.0,Jack Frost,5.5,254.0,2392,141109
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",200,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",9.538877,/sQdiBAMZ8mq9Eb9fQX1Z7HZHUVs.jpg,1998-12-10,103.0,Star Trek: Insurrection,6.3,402.0,2393,120844
"['Adventure', 'Animation', 'Drama', 'Family', 'Music']",9837,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",11.898185,/wD34ls2faCrj8YvFViEaPfBtBEe.jpg,1998-12-15,99.0,The Prince of Egypt,6.9,847.0,2394,120794
"['Comedy', 'Drama']",11545,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",5.997054,/q3ov1BFTCRWoR9Q6udaRbmgfWwg.jpg,1998-09-17,93.0,Rushmore,7.5,688.0,2395,128445
"['Romance', 'History']",1934,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",13.813155,/sAN5jedynbs3pa3ww0UXQ1k0lRF.jpg,1998-12-11,122.0,Shakespeare in Love,6.8,831.0,2396,138097
['Drama'],1375,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",14.007329,/5P2RiuLt31mWyb6duww8qlAhs6G.jpg,1990-10-18,104.0,Rocky V,5.3,688.0,2412,100507
"['Comedy', 'Romance']",9489,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.",10.237996,/2XIsqnCwEE3Uf5TlP9H68STgtk6.jpg,1998-12-17,119.0,You've Got Mail,6.3,859.0,2424,128853
"['Drama', 'History', 'War']",8741,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",9.783966,/jGDK6eM6vb8VEUmR0ZoaghcCG8f.jpg,1998-12-25,170.0,The Thin Red Line,7.2,793.0,2427,120863
"['Horror', 'Mystery', 'Science Fiction']",9276,"When some very creepy things start happening around school, the kids at Herrington High make a chilling discovery that confirms their worst suspicions: their teachers really are from another planet! As mind-controlling parasites rapidly begin spreading from the faculty to the students' bodies, it's ultimately up to the few who are left – an unlikely collection of loners, leaders, nerds and jocks – to save the world from alien domination.",13.462253,/6L1SgKyzDy5x2oEskUyfMcdVed2.jpg,1998-12-25,104.0,The Faculty,6.2,500.0,2428,133751
"['Action', 'Adventure', 'Family', 'Fantasy']",9822,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",6.939576,/7ZqKvQwc3xUMBbadqzroMOnWwKc.jpg,1998-12-25,114.0,Mighty Joe Young,5.9,208.0,2429,120751
"['Comedy', 'Drama']",10312,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",12.52181,/2T0Mj8gkTXgciedz8W5nsnjCHig.jpg,1998-12-25,115.0,Patch Adams,7.0,863.0,2431,129290
"['Drama', 'Romance']",9441,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",7.17892,/57TqKdh9rnXgxqiuF2U97HNaOh2.jpg,1998-12-25,124.0,Stepmom,6.9,286.0,2432,120686
['Drama'],9422,"Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds.",9.353499,/81TGgmcObcfL6jcjPsU1n4n9THI.jpg,1998-03-05,115.0,A Civil Action,6.1,113.0,2433,120633
"['Comedy', 'Drama', 'Romance']",14709,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",9.162643,/nnVA3Nmry9furen0NDmJa0QTn2F.jpg,1999-01-15,106.0,Varsity Blues,6.0,126.0,2447,139699
"['Horror', 'Action', 'Science Fiction']",9423,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",7.116537,/5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg,1999-01-14,99.0,Virus,5.0,151.0,2448,120458
"['Action', 'Comedy', 'Horror', 'Crime']",10722,"The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible (Angulo), a death metal salesman from Carabanchel (Segura), and the Italian host of a TV show on the occult (De Razza). These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.",5.759423,/jZLvcv73dNd4WjiY86hRo7p1wCW.jpg,1995-10-20,103.0,The Day of the Beast,6.9,106.0,2483,112922
"['Comedy', 'Romance']",10314,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",7.064982,/2kWpjQ3O6DZywdIoPlvXCk3T91P.jpg,1999-01-29,95.0,She's All That,5.7,425.0,2485,160862
"['Drama', 'Action', 'Thriller', 'Crime']",2112,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",9.112008,/6wvtqAKsMso4oKTCmAlKtV2W0Zy.jpg,1999-02-05,100.0,Payback,6.7,557.0,2490,120784
"['Comedy', 'Romance']",11622,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",8.355977,/chljpiLSV7XAuKjYTQl3a7w39p8.jpg,1999-02-12,112.0,Blast from the Past,6.3,247.0,2496,124298
"['Romance', 'Drama']",10207,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",5.101392,/majQar87QNbrC47qYMcmK1oCohZ.jpg,1999-02-22,131.0,Message in a Bottle,5.9,198.0,2497,139462
"['Drama', 'Family']",13466,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",6.652528,/oeFdjM0P3DMIKOloApLAn96GHiM.jpg,1999-02-19,108.0,October Sky,7.4,259.0,2501,132477
"['Comedy', 'Crime']",1542,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,12.329066,/iO9aZzrfmMvm3IqkFiQyuuUMLh2.jpg,1999-02-19,89.0,Office Space,7.4,1068.0,2502,151804
"['Thriller', 'Crime', 'Mystery']",8224,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",7.473718,/oEgBIcIJb1Z5sperKxE8Pb4tTr0.jpg,1999-02-26,123.0,8MM,6.1,479.0,2505,134273
['Horror'],10906,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",6.823445,/iaWnUo0RNDMg3uGSVrFtvlxH7EB.jpg,1992-08-28,100.0,Pet Sematary II,5.0,107.0,2514,105128
"['Comedy', 'Crime']",9535,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",7.634017,/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg,1999-03-05,103.0,Analyze This,6.4,512.0,2539,122933
"['Drama', 'Romance', 'Thriller']",796,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",8.181065,/6RQu0J2u7viDa34Nn98sKaHv5jD.jpg,1999-03-05,97.0,Cruel Intentions,6.6,848.0,2541,139134
"['Comedy', 'Crime']",100,A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,4.60786,/qV7QaSf7f7yC2lc985zfyOJIAIN.jpg,1998-03-05,105.0,"Lock, Stock and Two Smoking Barrels",7.5,1671.0,2542,120735
"['Romance', 'Comedy']",1641,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",7.906035,/g1w3I72XTZ604Luhv8MEpTLLoU7.jpg,1999-03-12,105.0,Forces of Nature,5.1,141.0,2558,141098
"['Comedy', 'Horror', 'Thriller', 'Western']",10212,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims",5.486645,/spwvStEA4CraTXPOcONrDzncXOZ.jpg,1999-03-16,100.0,Ravenous,6.8,144.0,2560,129332
"['Crime', 'Drama']",10354,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.",11.600645,/xo48IGurAJOJfG29Vp32JglZGPk.jpg,1999-03-19,127.0,True Crime,6.3,146.0,2561,139668
['Comedy'],11374,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,7.48939,/sF3YBtYn6yAHMPDbiC58WArIWMl.jpg,1999-03-26,122.0,Edtv,5.7,168.0,2567,131369
"['Action', 'Science Fiction']",603,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",33.366332,/hEpWvX6Bp79eLxY1kX5ZZJcme5U.jpg,1999-03-30,136.0,The Matrix,7.9,9079.0,2571,133093
"['Comedy', 'Romance', 'Drama']",4951,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",12.069966,/paS5plbzKz3PYddxky6svYYz3hS.jpg,1999-03-30,97.0,10 Things I Hate About You,7.3,1768.0,2572,147800
"['Crime', 'Drama', 'Thriller']",11660,"A struggling, unemployed young writer takes to following strangers around the streets of London, ostensibly to find inspiration for his new novel.",5.283661,/uoWnnSlUIWjqUXxfIej3ucAxg7J.jpg,1998-09-12,69.0,Following,7.2,363.0,2579,154506
"['Crime', 'Comedy', 'Thriller']",9430,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",8.344282,/kr1nz11EILLPdRmn51jtvvBQrWL.jpg,1999-04-09,98.0,Go,7.0,198.0,2580,139239
"['Romance', 'Comedy', 'Drama']",11355,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",7.257679,/1F9EAhEQxa0I5Pa5Z10hWIBFS3r.jpg,1999-04-09,107.0,Never Been Kissed,5.8,378.0,2581,151738
"['Comedy', 'Crime']",6522,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,7.579444,/c9phL8FXuL7i15CrjQH5PfM60NB.jpg,1999-04-16,108.0,Life,6.4,179.0,2587,123964
['Comedy'],22826,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris and ...",4.700084,/frhnN2qMeZ3qoAjKiL0ieIlonj7.jpg,1994-10-22,112.0,The Monster,6.8,126.0,2593,110570
"['Drama', 'Thriller']",1902,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",8.842959,/vREkQPEO2M1WdtYfwPUTH2M4XQJ.jpg,1997-12-19,117.0,Open Your Eyes,7.4,211.0,2594,125659
"['Comedy', 'Drama']",12596,"Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.",7.073467,/A33xLPsTIgT7tN3E5UWfVURFlPV.jpg,1999-04-23,124.0,Pushing Tin,5.7,117.0,2598,120797
['Comedy'],9451,A high school teacher's personal life becomes complicated as he works with students during the school elections.,7.174396,/4RHyF1v1n4iodWzHG4m7XkGcJVB.jpg,1999-04-23,99.0,Election,6.7,275.0,2599,126886
"['Action', 'Thriller', 'Science Fiction', 'Horror']",1946,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,11.446138,/jvuRnlZvfUnleAZj8g75q4VZedm.jpg,1999-04-14,97.0,eXistenZ,6.7,487.0,2600,120907
"['Romance', 'Drama', 'Mystery']",1844,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",10.62333,/6IKmjW52qeMXx8xXMdX6RRshmY0.jpg,1999-04-29,112.0,Entrapment,6.0,613.0,2605,137494
"['Thriller', 'Comedy', 'Horror']",6552,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",6.851628,/lActBgdxuILDSgwtngkNKD7oMEn.jpg,1999-04-30,92.0,Idle Hands,6.1,183.0,2606,138510
"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",8592,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",8.304776,/4UfKEGnj9jPWV11LNKBXTgge3We.jpg,1990-06-15,103.0,Dick Tracy,5.9,258.0,2616,99422
